,W,L,S,lmbda,Sensitivity_W,Sensitivity_L
89,157.84075788373713,910.250943244548,12.498132476155972,5.595959595959597,3.351719505337169,420.563734557459
90,160.03183767397232,942.7149547183169,12.4906511247865,5.636363636363637,54.229224808321874,803.4842839757926
91,162.14942415329443,934.3685667452964,12.500521755542568,5.6767676767676765,52.41026536322313,-206.57310233225948
92,162.76893795210614,965.399553610536,12.460096836603906,5.717171717171718,15.332966520589379,768.0169249146578
93,164.673030636802,977.0089436737568,12.48552107774493,5.757575757575758,47.12629394622312,287.3324040647182
94,165.20554321003308,985.1280992612483,12.48324108258816,5.7979797979797985,13.179686187469343,200.9491007904131
95,166.45387137502962,1001.9989116464634,12.464235393162372,5.838383838383839,30.896122083664075,417.55260653407146
96,168.52778313914115,1013.5796349548355,12.489551397652084,5.878787878787879,51.32931616176113,286.6229018822129
97,167.8290354506352,1019.669621677304,12.494805665833423,5.91919191919192,-17.294005290522417,150.7271713810957
98,171.3496274030945,1051.7726125948636,12.480656370469058,5.95959595959596,87.13465082336744,794.5490252095956
99,171.96498649821083,1059.0087001370898,12.49942012822032,6.0,15.230137604129462,179.0931666701009
